VMC1114271;Volvo Flag 1500 - Volvo Word Mark;9015;74;ST;1;6304;J5;10,4;EUR;CN;;5;;6307909899;03;;;;;15.7;10.4;;5
VMC1114273;Volvo Flag 3500 - Volvo Word Mark;9015;74;ST;1;6304;J5;15,42;EUR;CN;;5;;6307909899;03;;;;;25.6;15.4;;5
VMC1114282;Volvo Flag 2000 - Volvo Word Mark;9015;74;ST;1;6304;J5;12.83;EUR;CN;;740;;6307909899;03;;;;;19,29;12.80;;5
VMC1114281;Volvo Flag 4000 - Volvo Word Mark;9015;74;ST;1;6304;J5;12.82;EUR;CN;;;;6307909899;03;;;;;19.2;12.83;;5
VMC14285;Volvo Flag 4500 - Volvo Word Mark;9015;74;ST;1;6304;J5;32.8;EUR;CN;;740;;6307909899;03;;;;;49,29;32.8;;5
VMC1114283;Volvo Flag 3000 - Volvo Word Mark;9015;74;ST;1;6304;J5;12.8;EUR;CN;;740;;6307909899;03;;;;;19,29;12.8;;5
